id,subject_id,mturk_id,task_type,gender,race,education_level,cognitive_reflection_1,cognitive_reflection_2,cognitive_reflection_3,rgpts_ref_1 ,rgpts_ref_2,rgpts_ref_3,rgpts_ref_4,rgpts_ref_5,rgpts_ref_6,rgpts_ref_7,rgpts_ref_8,rgpts_per_1,rgpts_per_2,rgpts_per_3,rgpts_per_4,rgpts_per_5,rgpts_per_6,rgpts_per_7,rgpts_per_8,rgpts_per_9,rgpts_per_10,paranoia_score,referential_group,persecution_group,What do you think the partner game was testing?,"Did you use any particular strategy or strategies? If yes, please describe.",Did you find yourself switching strategies over the course of the game?,Did any of the partners deliberately sabotage you?,Do you have any comments or feedback about the game or this survey?,wsr_avg,mu02_avg,mu03_avg,kappa_avg,omega2_avg,omega3_avg
62,TP188,A207IHY6GERCFO,social,Male,White,"Bachelor's degree (e.g., BA, BS)",5,5,47,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0.166666667,low,low,Whether people stay loyal to past success or abandon it quickly,I cared about points not people. I wanted the max score so I moved on from the losers quickly.,Later I realized that one -50 might not be worth switching away from immediately,-1,The red guy sucked,0,-0.041070303,-0.567827419,0.453660691,2.020699953,0.700539264
63,TP189,A2S75O867RJG0I,social,Male,"Asian,Native Hawaiian or Other Pacific Islander,White",Completed some postgraduate,10,5,47,0,4,2,1,3,0,2,0,2,0,1,3,0,2,0,1,0,1,1.222222222,low,low,if colors played a factor in choosing,I would select the same partner until it went red then I moved around,no,-3,,0,-0.205393754,0.721629731,0.555848968,0.969391708,-1.74400502
64,TP190,AZLRPIAD0ZHAA,social,Female,Black or African American,"Bachelor's degree (e.g., BA, BS)",0.1,100,24,0,3,1,2,0,0,1,4,2,3,0,0,0,0,0,0,0,0,0.888888889,low,low,"It was fun, i totally enjoyed it.","yes, i clicked on the higher ones multiple times till it turn negative.",no,2,None for now.,0.017125293,0.03822212,-0.264439086,0.439037208,2.646655685,-1.58676326
65,TP191,AU0KL60G7FCCK,social,Female,White,"Some college or university, no degree",10,100,24,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,2,0,2,0.555555556,low,low,I don't know,No particular strategy,no,-2,none,0.028301887,-0.143425106,-0.693246769,0.446411618,1.604777684,0.285200155
66,TP192,A90G0G4SJ26BM,social,Male,"Black or African American,White","Some college or university, no degree",0.1,100,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055555556,low,low,Not sure.,I looked for streaks over 5.,Not really I always looked for streaks.,0,,0,-1.274883146,-2.971914482,0.447330907,0.652621397,-1.475816922
67,TP193,A248QG4DPULP46,social,Female,White,"Bachelor's degree (e.g., BA, BS)",5,5,47,0,1,0,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0.333333333,low,low,To see if I can determine the best partner based on their performance over time.,Yes. I clicked on a partner until I got 2 or 3 -50 in a row then switched to a different partner.,No,1,No,0.029223228,-0.144427229,-1.065264822,0.466007461,1.768545883,-0.462207855
68,TP194,A1CIUZTUAVR2E7,social,Male,Black or African American,"Bachelor's degree (e.g., BA, BS)",5,5,47,0,0,1,0,1,0,1,1,1,2,1,0,0,0,0,0,0,0,0.444444444,low,low,decision making,no,no,0,N/A,0.037749288,-0.406098226,-1.081692427,0.480263761,1.036625159,0.11702291
69,TP195,A1Q93M41J566U1,social,Male,White,"Some college or university, no degree",5,5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,low,low,I am unsure what it was testing,Nothing really,Not really.,-2,Game was great and survey was fine. Have a nice day!,0.472789116,0.001801909,0.996035067,0.610269223,-1.696304826,-1.969302843
70,TP196,A2APPZDU0VS9LN,social,Female,White,"Bachelor's degree (e.g., BA, BS)",5,5,47,0,0,2,2,1,3,1,1,1,0,2,1,2,1,1,1,1,0,1.111111111,low,low,no idea,no,no,-2,,0.052834467,-0.123432768,0.579746725,0.555660727,0.98212244,-1.701575207
71,TP197,A1F34ZP6YNI98F,social,Female,White,"Some college or university, no degree",10,100,24,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.111111111,low,low,How quickly we change from one person to the next.How we make decisions,I'd switch people as soon as I hit 2 negatives in a row. From there I'd find whoever gives me 100 first.,"No, stayed the same.",1,Everything went smoothly.,0.010416667,-0.350053146,-1.684303859,0.445557612,0.812205382,0.218045772
72,TP198,A1MJVTR0PCKBWW,social,Female,White,"Bachelor's degree (e.g., BA, BS)",5,5,47,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.166666667,low,low,not sure,some seemed to go in spurts,a bit,-1,none,0.289285715,-0.067315403,0.974423934,0.622794609,-1.326296771,-1.915583382
73,TP199,A10249252O9I20MRSOBVF,social,Female,White,"High school degree or equivalent (e.g., GED)",10,5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,low,low,How patient someone is with a person,"Not really. If someone was giving me a positive score and then changed, I'd try another time and then go back to them.",Not really. I tended to try the person who was giving good scores a couple times after they hit a negative score.,-2,,0.010204082,-0.311391432,-0.863134596,0.500720865,1.46191947,0.445643419
74,TP200,A3FJCLBK3HF4PD,social,Male,White,"Bachelor's degree (e.g., BA, BS)",10,5,47,0,1,2,2,1,0,1,2,2,1,3,0,1,1,0,2,2,1,1.222222222,low,high,Seeing how I make my choices and when I decide to try something new.,I just tested the waters of each option and moved on when I thought it was going badly.,Not really. I felt my strategy was the same throughout the whole thing.,2,N/A,0.058928572,-0.10461772,-1.600428615,0.50849074,1.044338177,-0.397610029
75,TP201,A3CQDCNYJAX2X3,social,Female,Asian,"Bachelor's degree (e.g., BA, BS)",9,5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,low,low,Whether or not it could be easily guessed who the best partner would be.,I repeatedly chose the partner that gave 100 points.,No,-3,No,0.00862069,-0.1230716,-1.37117456,0.471719011,1.645087847,-0.011658498
76,TP202,AH7Z2M3KSQ4DW,social,Female,Black or African American,"Bachelor's degree (e.g., BA, BS)",5,100,47,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0.222222222,low,low,How good we can detect some patterns and make the right decisions ,No,No ,0,,0.01724138,-0.11314764,-0.898353014,0.492056611,1.567858315,0.54348454
77,TP203,A29AKJXQ248KNK,social,Male,White,"High school degree or equivalent (e.g., GED)",10,5,47,0,3,1,0,2,0,1,1,2,3,1,3,2,2,3,1,1,3,1.611111111,low,high,Evaluating trust,,,1,,0.440860215,-0.00657844,0.998947544,0.603742262,-1.814871406,-1.978009664
78,TP204,A1QEQOI98976S0,social,Male,Black or African American,"Bachelor's degree (e.g., BA, BS)",1.05,5,47,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1,4,0,low,low,Decision making,no,no,-2,no,0.08492823,-0.249963995,-0.485898897,0.446893418,2.395144958,-0.829275824
79,TP205,A342YLIMT6THWO,social,Female,Black or African American,"Some college or university, no degree",0.05,5,47,0,0,0,0,3,3,4,0,3,0,0,0,0,0,0,0,0,0,0.722222222,low,low,patterns,"not particularly, just tried to see if there were any patterns",yes once I disproved my own theories,-2,,0,-0.169475024,-0.268917052,0.444988291,2.361564699,-0.745718747
80,TP206,AVBRJBJONL47I,social,Female,"Asian,White","Master's degree (e.g., MA, MS, MEd)",0.05,5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,low,low,Either gambling or someone's ability to identify patterns and make changes based off them.,"Scout them for the +100, roll the +100 until I get -50, roll again to check if it's still -50, then scout the partners again.",No.,-3,Should be noted that the partner game only worked with numbers of the numpad instead of the number over the letter keys.,0.009433963,-0.070174229,-0.523475929,0.455270237,2.29114927,-0.36869786
81,TP207,A2LO8K013TX9FA,social,Male,White,"Some college or university, no degree",0.1,5,24,0,0,2,0,0,0,4,0,1,2,4,0,1,0,1,1,1,0,0.944444444,low,high,Consistency and trust,No,Not really,-2,NO,0,-0.321091194,-1.500194797,0.467596939,1.317812073,0.090296096
82,TP208,AHOQWPD49OMW3,social,Male,White,"Bachelor's degree (e.g., BA, BS)",5,5,47,1,2,1,4,2,2,0,0,2,4,4,3,3,3,3,2,4,3,2.388888889,low,high,How often people change their minds,If I lost points too much I switched,I'm not sure. I don't think so.,1,None in particular,0.161025641,-0.000449911,0.008942778,0.477155588,1.893072951,-0.036447396
83,TP209,ALEJV7D94ZLHF,social,Male,White,"Bachelor's degree (e.g., BA, BS)",10,5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,low,low,How willing we are to stick to one person.,"I did not use any real strategy, just luck.",No,-1,,0,-1.074086703,-3.643298689,0.425152563,0.779570965,-1.114786129
84,TP210,A2FCQ5K0T1PYHS,social,Male,White,"Bachelor's degree (e.g., BA, BS)",5,5,47,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055555556,low,low,How much I relied on a repeated action. ,No.,No.,-1,No.,0.022222222,-0.029181493,-2.452950083,0.454697987,1.079406464,-0.349987496
85,TP211,A2Q3FS9G8ITCN7,social,Female,White,"Associate degree (e.g., AA, AS)",5,5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,low,low,I think it was testing our risk taking or our dedication to stick with a choice and how long it takes us to shift our choices,just tried to get the most points and not stick with people generating negative points,"no, pretty much stuck with the same process throughout the game",-3,no,0,-0.235356392,-1.135120455,0.479529684,1.642149749,0.796920744
86,TP212,A1UD8IFO0J4GW0,social,Male,White,"Some college or university, no degree",5,100,25,2,3,0,0,0,1,3,4,4,3,3,4,4,2,4,1,4,4,2.555555556,low,high,don't know,,no,-1,,0.068627451,-0.311027319,-1.332510265,0.453927754,1.805082914,-0.670159208
87,TP215,A4IH4CO046EV3,social,Male,White,"Some college or university, no degree",10,100,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,low,low,If you prefer one over the other no matter if they have wronged you.,"Not really, I didn't see a pattern.","I don't think so, I just tried to pick which one I thought would give me more points at the time.",-2,"I thought it was going to be a lot longer, according to the time on the front of the HIT",0,-0.177838764,-3.490568391,0.445196947,0.262803455,-0.97037333
88,TP216,A1FNA7IS6HB59,social,Male,White,"Master's degree (e.g., MA, MS, MEd)",10,100,24,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0.388888889,low,low,not sure,I went with the person that gave me the 100 as much as possible,no,-2,none,0.274075501,0.006562152,0.995258632,0.632094933,-1.203121309,-1.876434551
89,TP217,ALLP45O3BDWYM,social,Female,"Asian,Black or African American","Bachelor's degree (e.g., BA, BS)",5,100,47,0,0,0,0,2,1,0,0,2,1,0,0,0,0,0,0,1,0,0.388888889,low,low,How quickly you can realize a pattern.,I tried to figure out the patterns.,"Yes, I tried to figure out the pattern and started guessing until I figured it out.",-2,Thanks!,0.242943986,-0.206538895,-0.037745456,0.594133186,0.431757839,-0.445704174
90,TP218,A1P0XSCJ9XAV74,social,Female,White,"Bachelor's degree (e.g., BA, BS)",9,5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,low,low,decisions,I'd keep selecting one until it turned negative.,no.,-2,none. thank you.,0,-0.096063214,-0.822337873,0.421109439,2.858387243,-0.790037671
91,TP219,A2IQ0QCTQ3KWLT,social,Female,White,"High school degree or equivalent (e.g., GED)",10,25,47,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.111111111,low,low,how someone makes guesses. ,no.,no.,1,,0.159663866,-0.272415029,-0.922604472,0.45020557,1.052757062,-0.388006622
92,TP220,A3O5RKGH6VB19C,social,Male,White,"Bachelor's degree (e.g., BA, BS)",100,5,47,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.055555556,low,low,To see how quickly I would move on from partner to another.,I tried not to move on to quickly but not stay to long when we started failing.,No I didnt. I would wait for 3 wrongs in a row then move on to the next partner.,-3,,0.25925926,-0.038015296,0.989404655,0.629237865,-1.061658258,-1.863408186
93,TP221,A36GTTPW17HUL1,social,Female,White,"Bachelor's degree (e.g., BA, BS)",5,5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,low,low,I'm not really sure. ,"Not really, I just would switch to a different partner after they gave me two negatives in a row. ",I don't think I really used a strategy. ,0,"It was fun, thank you!",0.025862069,-0.011987718,0.814940049,0.523307868,0.555588021,-0.894948266
94,TP222,A2APG8MSLJ6G2K,social,Female,White,"Some college or university, no degree",10,100,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,low,low,Memory,"yes, I switched from the last to work to the next partner until I found one that would work again.",no,1,no,0.027661065,-0.177333011,-0.509117786,0.481406472,2.059388332,-0.173287328
95,TP223,A27ZE20JZ3VDUP,social,Male,Black or African American,"Associate degree (e.g., AA, AS)",10,100,24,3,3,1,2,4,3,1,3,2,4,2,3,1,2,2,4,2,3,2.5,high,high,Not sure,Just went with the person giving the most points at the time,no,1,,0.208333334,-0.012339142,0.748962008,0.551073431,-0.179327147,-0.929307861
96,TP224,AZOLOOMYRN1K0,social,Male,White,"High school degree or equivalent (e.g., GED)",5,5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,low,low,I am not sure.,Yes if after two times they failed I tried a different person. ,No I stuck to the same strategy. ,1,None,0,-0.4982174,-2.111774661,0.470828506,0.458740813,0.095728183
97,TP225,A1JWKT0IS06YKL,social,Female,White,"High school degree or equivalent (e.g., GED)",5,5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,low,low,I have no idea.  Maybe how good of a guesser you are?,"I stuck with the one that had the ""100"" when he tried to sabotage me I would try to find the next one with the ""100""",no,-3,I enjoyed the game...it was different from anything I have done ,0.073089047,-0.817311204,-2.614152145,0.469329935,0.348609031,-1.054523541
98,TP226,A2C6HMH2FDM2CI,social,Male,White,"High school degree or equivalent (e.g., GED)",0.1,100,24,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,low,low,trust,no,no,3,no,0.031746032,-0.015771045,-0.495645911,0.448800342,1.804094503,0.043117873
99,TP227,A1ZD8RU6YB0VEU,social,Male,White,"High school degree or equivalent (e.g., GED)",5,5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,low,low,decision making skills,"no, I just switched it up when they started being the wrong choice",no,-2,"Interesting game. With focus and attention on only this task, it takes less than an hour. ",0.052735663,-0.057145321,0.961157601,0.631078739,-1.197171955,-1.90817308
100,TP229,A21Q7FCKM86VL8,social,Male,Black or African American,"Bachelor's degree (e.g., BA, BS)",10,100,47,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.111111111,low,low,To see how I picked the answers,no,no,-1,no,0,-0.870068048,-3.13095035,0.43194407,0.531238435,-1.445138674
101,TP230,A1HWB810RJBV2K,social,Female,White,"Bachelor's degree (e.g., BA, BS)",5,5,47,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.166666667,low,low,I'm not sure,Tried to find one with 100 and clicked it until it changed,no,0,,0,-0.143939996,-0.80760079,0.479284391,1.957791246,0.318543799
102,TP231,ANYJ22IOQKAX3,social,Male,Black or African American,"Bachelor's degree (e.g., BA, BS)",0.05,5,47,2,2,,4,4,,0,0,0,3,3,3,,2,2,2,,2,2.588235294,low,high,How people make choices when things aren't going well for them.,"Not really, just stayed with the 100 option until it changed more than twice in a row, and then randomly chose until I found another steady 100 option. ",No.,1,"I liked that you added a progress indicator during the game, since most don't do that. It was nice to know how much longer I had to do it. ",0.290189126,-0.040008698,0.975537231,0.60789379,-1.642558788,-1.962861691
103,TP232,A1OWHPMKE7YAGL,social,Female,White,"Associate degree (e.g., AA, AS)",10,5,47,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0.222222222,low,low,Not sure.  Probably which person I thought I could trust,Yes.  I kept clicking on the 100 until it change to -50.  Then I kept choosing others until one hit 100 then did the same thing over and over.,Yes.  I initially tried to click at random.  That didn't work well.  I tried the strategy above and it seemed to work well.,1,Good survey and a lot of fun.,0.010638298,0.119398952,-1.103966339,0.434654327,2.16426863,-1.24034882
104,TP233,A2ZIATVCA2NKPF,social,Male,Black or African American,"Some college or university, no degree",5,5,47,1,3,3,1,3,2,1,2,1,2,1,1,2,1,1,2,0,2,1.611111111,high,high,How trusting a person is to stay with the same partner.,"When I would get -50, I'd try a different partner.",no,1,none,0.020408164,-0.865863307,-1.861198262,0.457908173,1.730367289,-0.594399341
105,TP234,A2T007HZK66WM,social,Female,White,"Some college or university, no degree",10,5,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055555556,low,low,"best partner has changed, we should try to find the new best partner.",No,Yes,0,Interesting,0,-0.114955098,-0.744633207,0.45129316,2.349983609,-0.109474278
106,TP235,A3LC6M2EMDBBXP,social,Female,White,"Some college or university, no degree",5,5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,low,low,How much risk we are willing to take (I'm not really sure),nothing in particular,"No, I played the same way throughout each game",-3,thank you for the opportunity to participate in this study,0.106035552,-0.640903907,-2.168273465,0.477442628,0.605283308,0.021704353
107,TP236,A7ERZELTAMWL5,social,Male,White,"Master's degree (e.g., MA, MS, MEd)",0.05,100,47,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0.166666667,low,low,patience maybe for sticking with the same partner,"yes, too many negatives I changed over to another person","Not really, I just switched when it seemed they gave too many negatives",0,,0,-0.117426092,-0.908486945,0.469774166,1.730900325,-0.705595243
